tweet,emotion,clean_text,clean_text2
من در توییتر اصلا سیاسی نمینویسم،اما ارزشیهارا بلاک کردم.چرا؟چون ازشون میترسمالبته از سطح بلاهت و حماقت این جماعت میترسم.این افراد برای اثبات یک حرف(حتی حرف درست)چنان استدلال خندهداری مطرح میکنند که میترسم روی سطح منطق من اثر سو داشته باشه.البته از دید اونها ترس،ترسه دیگه!,1,من در توییتر اصلا سیاسی نمینویسماما ارزشیهارا بلاک کردمچراچون ازشون میترسمالبته از سطح بلاهت و حماقت این جماعت میترسماین افراد برای اثبات یک حرفحتی حرف درستچنان استدلال خندهداری مطرح میکنند که میترسم روی سطح منطق من اثر سو داشته باشهالبته از دید اونها ترسترسه دیگه,"['توییتر', 'اصلا', 'سیاسی', 'نمینویسماما', 'ارزشیهارا', 'بلاک', 'کردمچراچون', 'ازشون', 'میترسمالبته', 'سطح', 'بلاهت', 'حماقت', 'جماعت', 'میترسماین', 'اثبات', 'حرفحتی', 'حرف', 'درستچنان', 'استدلال', 'خندهداری', 'مطرح', 'میترسم', 'سطح', 'منطق', 'سو', 'باشهالبته', 'دید', 'اون', 'ترسترسه', 'دیگه']"
یا برگشت به مربی دفاع/ضدحملهای و موفقیت مقطعی. اولی ریسکش زیاده (ممکنه نشه)، دومی آفتش (ثبات نداره). خلاصه وضع الان شبیه کارگردان تازهکاریه که ایدههای خفن داره، ولی تسلط و پول نداره پیادهش کنه؛ یه چیزی میسازه که لحظههای خوب داره، ولی خیلی وقتها معلوم نیس چیه.,4,یا برگشت به مربی دفاعضدحملهای و موفقیت مقطعی اولی ریسکش زیاده ممکنه نشه دومی آفتش ثبات نداره خلاصه وضع الان شبیه کارگردان تازهکاریه که ایدههای خفن داره ولی تسلط و پول نداره پیادهش کنه یه چیزی میسازه که لحظههای خوب داره ولی خیلی وقتها معلوم نیس چیه,"['برگشت', 'مربی', 'دفاعضدحملهای', 'موفقیت', 'مقطع', 'اولی', 'ریسک', 'زیاده', 'ممکنه', 'نشه', 'دومی', 'آفت', 'ثبات', 'نداره', 'خلاصه', 'وضع', 'الان', 'شبیه', 'کارگردان', 'تازهکاریه', 'ایده', 'خفن', 'داره', 'تسلط', 'پول', 'نداره', 'پیاده', 'کنه', 'یه', 'میسازه', 'لحظه', 'داره', 'وقت', 'معلوم', 'نیس', 'چیه']"
خونه نزدیک مسجد عیبی نداره. یه اذان صبحه که اونم یا بیدارم یا خواب سنگین. نشده که بیدارم کنه. اما امروز دیگه شیحه(شیهه؟) یه عده رو روانمه. ول کنَم نیستن نه میتونم درس بخونم نه میتونم دفمو تمرین کنم نه میتونم فیلم ببینم. کلا یه صدای حاشیه ای ضعیف بیشتر از دادو فریاد عصبیم میکنه,0,خونه نزدیک مسجد عیبی نداره یه اذان صبحه که اونم یا بیدارم یا خواب سنگین نشده که بیدارم کنه اما امروز دیگه شیحهشیهه یه عده رو روانمه ول کنم نیستن نه میتونم درس بخونم نه میتونم دفمو تمرین کنم نه میتونم فیلم ببینم کلا یه صدای حاشیه ای ضعیف بیشتر از دادو فریاد عصبیم میکنه,"['خونه', 'مسجد', 'عیبی', 'نداره', 'یه', 'اذان', 'صبحه', 'اون', 'بیدار', 'خواب', 'سنگین', 'نشده', 'بیدار', 'کنه', 'امروز', 'دیگه', 'شیحهشیهه', 'یه', 'عده', 'روانمه', 'ول', 'نیستن', 'میتون', 'درس', 'بخون', 'میتون', 'دفمو', 'تمرین', 'میتون', 'فیلم', 'ببینم', 'کلا', 'یه', 'صدای', 'حاشیهای', 'ضعیف', 'دادو', 'فریاد', 'عصب', 'میکنه']"
فقط با کاور فاک یو میشه با خوشحالی به خودت فحش بدی و خشم و نفرت از لحنت نچکه. انقدر کاورش جینگولیه!,2,فقط با کاور فاک یو میشه با خوشحالی به خودت فحش بدی و خشم و نفرت از لحنت نچکه انقدر کاورش جینگولیه,"['کاور', 'فاک', 'یو', 'میشه', 'خوشحالی', 'خودت', 'فحش', 'بدی', 'خشم', 'نفرت', 'لحن', 'نچکه', 'انقدر', 'کاور', 'جینگولیه']"
دو روز پیش واسه سواله جواب درستش رو نوشتم بعد پاکش کردم. از بیخ. هرروز که پا میشم یادم میافته و اعصابم کیری میشه.,0,دو روز پیش واسه سواله جواب درستش رو نوشتم بعد پاکش کردم از بیخ هرروز که پا میشم یادم میافته و اعصابم کیری میشه,"['روز', 'واسه', 'سواله', 'جواب', 'درست', 'نو', 'پاکش', 'بیخ', 'هرروز', 'پا', 'میشم', 'یادم', 'میافته', 'اعصاب', 'کیری', 'میشه']"
اگه با هدف لذت بردن میرین، هرگز کنسرت موسیقی معاصر نرین,4,اگه با هدف لذت بردن میرین هرگز کنسرت موسیقی معاصر نرین,"['اگه', 'هدف', 'لذت', 'بردن', 'میرین', 'هرگز', 'کنسرت', 'موسیقی', 'معاصر', 'نرین']"
اگه خوابتون نمیبره بگین عکس کارت ملیمو بفرستم از وحشت سکته کنید برید خواب ابدی,1,اگه خوابتون نمیبره بگین عکس کارت ملیمو بفرستم از وحشت سکته کنید برید خواب ابدی,"['اگه', 'خوابتون', 'نمیبره', 'بگین', 'عکس', 'کارت', 'ملیمو', 'بفرستم', 'وحشت', 'سکته', 'برید', 'خواب', 'ابدی']"
از وقتی زن عمو فوت کرده هفتهای یه روز میام خونه عمو، و باورتون نمیشه ولی پیر شدن هفته به هفتهاش و با چشم خودم میبینم، سرعتش از اون موقع به طور قابل توجهی زیاد شده کاری از دستم بر نمیاد به جز اینکه تمام عشقی که بهش دارم و بهش نشون بدم، اما در مقابل اونی که از دست داده هیچه,5,از وقتی زن عمو فوت کرده هفتهای یه روز میام خونه عمو و باورتون نمیشه ولی پیر شدن هفته به هفتهاش و با چشم خودم میبینم سرعتش از اون موقع به طور قابل توجهی زیاد شده کاری از دستم بر نمیاد به جز اینکه تمام عشقی که بهش دارم و بهش نشون بدم اما در مقابل اونی که از دست داده هیچه,"['زن', 'عمو', 'فوت', 'هفت', 'یه', 'روز', 'میام', 'خونه', 'عمو', 'باورتون', 'نمیشه', 'پیر', 'هفته', 'هفت', 'چشم', 'خودم', 'میبینم', 'سرعت', 'اون', 'موقع', 'توجهی', 'کار', 'دستم', 'نمیاد', 'عشقی', 'بهش', 'دار', 'بهش', 'نشون', 'بدم', 'مقابل', 'اونی', 'دست', 'هیچه']"
نژاد،دین، غرور قومی و ملی گرایی هیچ تاثیری ندارند..جز اینکه یاد میدهند که چگونه از افرادی که هیچ ملاقات نکرده اید، متنفر باشید....!!,3,نژاددین غرور قومی و ملی گرایی هیچ تاثیری ندارندجز اینکه یاد میدهند که چگونه از افرادی که هیچ ملاقات نکرده اید متنفر باشید,"['نژاددین', 'غرور', 'قومی', 'ملیگرایی', 'تاثیر', 'ندارندجز', 'یاد', 'ملاقات', 'نکردهاید', 'متنفر', 'باشید']"
قرار است ملکی ۲هزارمتری در خیابان بخارست متعلق به #شهرداری تهران برای ۴سال به شورای عالی استان ها واگذار شود.این زمین متعلق به #تهران است,4,قرار است ملکی ۲هزارمتری در خیابان بخارست متعلق به تهران برای ۴سال به شورای عالی استان ها واگذار شوداین زمین متعلق به است,"['قرار', 'ملکی', 'هزارمتری', 'خیابان', 'بخارست', 'متعلق', 'تهران', 'سال', 'شورای', 'استان', 'واگذار', 'شوداین', 'زمین', 'متعلق']"
برا بار سوم یه درسو افتادم و الان اعصابم کیریترینه میخوام بزنم سیم آخر و ازش بپرسم احیانا ننشو نگاییدم؟ دلیل دیگهای نمیبینم,0,برا بار سوم یه درسو افتادم و الان اعصابم کیریترینه میخوام بزنم سیم آخر و ازش بپرسم احیانا ننشو نگاییدم دلیل دیگهای نمیبینم,"['برا', 'یه', 'درسو', 'افتادم', 'الان', 'اعصاب', 'کیریترینه', 'میخوام', 'بزن', 'سیم', 'آخر', 'ازش', 'بپرسم', 'احیانا', 'ننشو', 'نگاییدم', 'دلیل', 'دیگ', 'نمیبینم']"
این جنده خانم دلش واسه زنای ایران نمیسوزه این کوسکش مواجب بگیره چرا خودش مثل سگ فرار کرده رفته اونور عن و عن میکنه خودشم بیاد اینجا وایسه زرشو بزنه نه اینکه جوونای مردم و تحریک کنه زندگیشونو خراب کنه,0,این جنده خانم دلش واسه زنای ایران نمیسوزه این کوسکش مواجب بگیره چرا خودش مثل سگ فرار کرده رفته اونور عن و عن میکنه خودشم بیاد اینجا وایسه زرشو بزنه نه اینکه جوونای مردم و تحریک کنه زندگیشونو خراب کنه,"['جنده', 'خانم', 'دلش', 'واسه', 'زنا', 'ایران', 'نمیسوزه', 'کوسک', 'مواجب', 'بگیره', 'سگ', 'فرار', 'رفته', 'اونور', 'عن', 'عن', 'میکنه', 'خود', 'بیاد', 'وایسه', 'زرشو', 'بزنه', 'جوونای', 'مردم', 'تحریک', 'کنه', 'زندگیشونو', 'خراب', 'کنه']"
از ترس کفتار پناه بردید به شغال؟؟؟,6,از ترس کفتار پناه بردید به شغال,"['ترس', 'کفتار', 'پناه', 'بردید', 'شغال']"
همین هفته پیش تو جام حذفی داور یه پنالت برا سپیدرود نگرفت تا حذف شه و توی لنگی بیای دور بعد ... کجا بودی اونموقع یه کم زور بزنید و بسوزید حالا واس ما شاخ شدی که یه بار داور طرف شما سوت نزده!!,0,همین هفته پیش تو جام حذفی داور یه پنالت برا سپیدرود نگرفت تا حذف شه و توی لنگی بیای دور بعد کجا بودی اونموقع یه کم زور بزنید و بسوزید حالا واس ما شاخ شدی که یه بار داور طرف شما سوت نزده,"['هفته', 'جام', 'حذفی', 'داور', 'یه', 'پنالت', 'برا', 'سپیدرود', 'نگرفت', 'حذف', 'شه', 'توی', 'لنگی', 'بیای', 'کجا', 'بودی', 'اونموقع', 'یه', 'زور', 'بزنید', 'بسوزید', 'واس', 'شاخ', 'شدی', 'یه', 'داور', 'سوت', 'نزده']"
من اونو از دست دادم که این شدم .اون چی رو یا کی رو از دست داد که دیگه مثل قبل ننوشت ، شعرنگفت ، عکس نگرفت و یا حتی شبگردیمنکرد؟! خوشحالم که به خیابون نمیزنه ولی نگرانم که تعداد سیگاراش زیادشده باشه ! همش میگم خب شاید سرش شلوغه ولی دلم میگه حال دلش خوش نیست. #جناب_شعرهاب_من,5,من اونو از دست دادم که این شدم اون چی رو یا کی رو از دست داد که دیگه مثل قبل ننوشت شعرنگفت عکس نگرفت و یا حتی شبگردیمنکرد خوشحالم که به خیابون نمیزنه ولی نگرانم که تعداد سیگاراش زیادشده باشه همش میگم خب شاید سرش شلوغه ولی دلم میگه حال دلش خوش نیست,"['اونو', 'دست', 'داد', 'شدم', 'اون', 'چی', 'کی', 'دست', 'دیگه', 'ننو', 'شعرنگفت', 'عکس', 'نگرفت', 'شبگردیمنکرد', 'خوشحال', 'خیابون', 'نمیزنه', 'نگران', 'سیگاراش', 'زیادشده', 'باشه', 'همش', 'میگ', 'خب', 'سرش', 'شلوغه', 'دلم', 'میگه', 'دلش', 'خوش']"
مامان میدونی چه جوری از دست همه ی بدبختی ها راحت میشیم ؟ یه شب یه غذای خوب بپز ، راحت بخوریم بعدش همه ی درزا رو می بندیم ، آرووم میخوابیم و شیر گاز رو باز میکنیم صبح که پا میشیم تموم بدبختی ها تموم شده. -اینجا بدون من,5,مامان میدونی چه جوری از دست همه ی بدبختی ها راحت میشیم یه شب یه غذای خوب بپز راحت بخوریم بعدش همه ی درزا رو می بندیم آرووم میخوابیم و شیر گاز رو باز میکنیم صبح که پا میشیم تموم بدبختی ها تموم شده اینجا بدون من,"['مامان', 'میدونی', 'جوری', 'دست', 'همه', 'بدبختی', 'راحت', 'میش', 'یه', 'شب', 'یه', 'غذای', 'بپز', 'راحت', 'بخور', 'بعد', 'همه', 'درزا', 'میبندیم', 'آرووم', 'میخوابیم', 'شیر', 'گاز', 'صبح', 'پا', 'میش', 'تموم', 'بدبختی', 'تموم']"
گزارش ایسنا از قلع و قمع درختان در قره داغ،فعلا همه مسئولان استانی فقط وعده دادن و حرف زدن ، حرف های امام جمعه نشون میده توییت ها در بیدار کردن آقایون از خواب موثر بودن #آذربایجان_چول_اولدو …,4,گزارش ایسنا از قلع و قمع درختان در قره داغفعلا همه مسئولان استانی فقط وعده دادن و حرف زدن حرف های امام جمعه نشون میده توییت ها در بیدار کردن آقایون از خواب موثر بودن,"['گزارش', 'ایسنا', 'قلع', 'قمع', 'درختان', 'قره', 'داغفعلا', 'مسئول', 'استانی', 'وعده', 'حرف', 'زدن', 'حرف', 'امام', 'جمعه', 'نشون', 'میده', 'توییتها', 'بیدار', 'آقایون', 'خواب', 'موثر']"
اون یواش قدم برداشتنای آهسته دیماریا موقع تعویض اوج بدبختی آرژانتین بود,4,اون یواش قدم برداشتنای آهسته دیماریا موقع تعویض اوج بدبختی آرژانتین بود,"['اون', 'یواش', 'قدم', 'برداشتنای', 'آهسته', 'دیماریا', 'موقع', 'تعویض', 'اوج', 'بدبختی', 'آرژانتین']"
ترس هايی كه با ان روبرو نمی شويد محدوديت های شما می شوند.......,1,ترس هايی كه با ان روبرو نمی شويد محدوديت های شما می شوند,"['ترس', 'ان', 'روبرو', 'نمیشوید', 'محدودیت']"
خیلی وقتها روی مد زامبی هستم این تکنولوژی/زبان خوبه، اون بده ولی وقتی حوصله و انرژی نباشه، تمام (زبان/لایبری/تکنولوژی)ها خوبه حتی فورترن {فورترن الان نقش داتنت وبفرم رو داره که دوستان ناراحت نشن},4,خیلی وقتها روی مد زامبی هستم این تکنولوژیزبان خوبه اون بده ولی وقتی حوصله و انرژی نباشه تمام زبانلایبریتکنولوژیها خوبه حتی فورترن فورترن الان نقش داتنت وبفرم رو داره که دوستان ناراحت نشن,"['وقت', 'مد', 'زامبی', 'هس', 'تکنولوژیزبان', 'خوبه', 'اون', 'بده', 'حوصله', 'انرژی', 'نباشه', 'زبانلایبریتکنولوژیها', 'خوبه', 'فورترن', 'فورترن', 'الان', 'نقش', 'داتن', 'وبفرم', 'داره', 'دوستان', 'ناراحت', 'نشن']"
واکنشها به دیدار #همافران با احمد علمالهدی، امام جمعه #مشهد و هشتگی که به وسیله آن کاربران یادی کردن از جملات مسئولان و مقامات جمهوری اسلامی در ۴۰ سال گذشته.,4,واکنشها به دیدار با احمد علمالهدی امام جمعه و هشتگی که به وسیله آن کاربران یادی کردن از جملات مسئولان و مقامات جمهوری اسلامی در ۴۰ سال گذشته,"['واکنش', 'دیدار', 'احمد', 'علمالهدی', 'امام', 'جمعه', 'هشتگی', 'وسیله', 'کاربر', 'یاد', 'جملات', 'مسئول', 'مقامات', 'جمهوری', 'اسلامی', 'سال', 'گذشته']"
اون شومپت کته کله ای که در حال خروج از ایران به نیت پناهندگی توسط بچه های برره دستگیر شد و میگه ما از ترس نمیتونیم مناظره کنیم #صبح_شما_هم_بخیر #چرامناظره_نمیکنند,1,اون شومپت کته کله ای که در حال خروج از ایران به نیت پناهندگی توسط بچه های برره دستگیر شد و میگه ما از ترس نمیتونیم مناظره کنیم,"['اون', 'شومپت', 'کته', 'کله', 'خروج', 'ایران', 'نیت', 'پناهندگی', 'توسط', 'بچه', 'برره', 'دستگیر', 'میگه', 'ترس', 'نمیتونیم', 'مناظره']"
یه رفیق دیگه داره میره و من با اینکه تمام تلاشمو برا خوشحال کردنش کردم ناراحت ترینم کم کم خاطرات دوستام خفم میکنه میبینمتون حتما میبینمتون زود سفر سلامت,5,یه رفیق دیگه داره میره و من با اینکه تمام تلاشمو برا خوشحال کردنش کردم ناراحت ترینم کم کم خاطرات دوستام خفم میکنه میبینمتون حتما میبینمتون زود سفر سلامت,"['یه', 'رفیق', 'دیگه', 'داره', 'میره', 'تلاشمو', 'برا', 'خوشحال', 'کردن', 'ناراحت', 'ترین', 'کمکم', 'خاطرات', 'دوستام', 'خف', 'میکنه', 'میبینمتون', 'حتما', 'میبینمتون', 'زود', 'سفر', 'سلامت']"
عجب روز تخمیای,0,عجب روز تخمیای,"['عجب', 'روز', 'تخمیای']"
این سخن رهبری رو باید طلا گرفت ” شعارهای این انقلاب جهانی دینی هرگز بی مصرف و بی فایده نخواهد شد زیرا فطرت بشر در همه عصرها با آن سرشته است. هرگاه دلزدگی روی داده، از رویگردانی مسئولان از این ارزشهای دینی بوده و نه از پایبندی به آنها و کوشش برای تحقق انها“ #گام_دوم_انقلاب,4,این سخن رهبری رو باید طلا گرفت شعارهای این انقلاب جهانی دینی هرگز بی مصرف و بی فایده نخواهد شد زیرا فطرت بشر در همه عصرها با آن سرشته است هرگاه دلزدگی روی داده از رویگردانی مسئولان از این ارزشهای دینی بوده و نه از پایبندی به آنها و کوشش برای تحقق انها,"['سخن', 'رهبری', 'طلا', 'شعار', 'انقلاب', 'جهانی', 'دینی', 'هرگز', 'بیمصرف', 'بیفایده', 'نخواهد_شد', 'فطرت', 'بشر', 'عصر', 'سرشته_است', 'هرگاه', 'دلزدگی', 'رویداده', 'رویگردانی', 'مسئول', 'ارزش', 'دینی', 'پایبندی', 'کوشش', 'تحقق', 'انها']"
چقد امشب اعصابم خورد شددد تایپ میکردمو ذوب شدن مغزمو حس میکردم ازونورم اون دوست تخم مرغ به چونه بسته بغل گوشم حرف میزد,0,چقد امشب اعصابم خورد شددد تایپ میکردمو ذوب شدن مغزمو حس میکردم ازونورم اون دوست تخم مرغ به چونه بسته بغل گوشم حرف میزد,"['چقد', 'امشب', 'اعصاب', 'خورد', 'شدد', 'تایپ', 'میکردمو', 'ذوب', 'مغزمو', 'حس', 'میکردم', 'ازونورم', 'اون', 'دوست', 'تخممرغ', 'چونه', 'بسته', 'بغل', 'گو', 'حرف', 'میزد']"
به بعضیا که سلام میگی جوری خودشون رو میگیرن و جواب نمیدن که انگار جوابِ سلام به منزله ی مورد تجاوز قرار گرفتنه!,6,به بعضیا که سلام میگی جوری خودشون رو میگیرن و جواب نمیدن که انگار جواب سلام به منزله ی مورد تجاوز قرار گرفتنه,"['بعضیا', 'سلام', 'میگ', 'جوری', 'خودشون', 'میگیرن', 'جواب', 'نمیدن', 'انگار', 'جواب', 'سلام', 'منزله', 'تجاوز', 'قرار', 'گرفتنه']"
کاش به جای پول، انسانیت ارزش داشت که من از نداشتنش ناراحت نبودم,5,کاش به جای پول انسانیت ارزش داشت که من از نداشتنش ناراحت نبودم,"['کاش', 'پول', 'انسانیت', 'ارزش', 'نداشتن', 'ناراحت', 'نبودم']"
شبکه «تیآرتی وُرلد» ترکیه: ایران در حال گرامیداشت چهلمین سالگرد انقلابی است که چهره خاورمیانه را تغییر داد,4,شبکه تیآرتی ورلد ترکیه ایران در حال گرامیداشت چهلمین سالگرد انقلابی است که چهره خاورمیانه را تغییر داد,"['شبکه', 'تیآرتی', 'ورلد', 'ترکیه', 'ایران', 'گرامیداشت', 'چهلمین', 'سالگرد', 'انقلابی', 'چهره', 'خاورمیانه']"
برای کسب موفقیت در هر زمینه ای، باید هدف داشت، و برنامه!,4,برای کسب موفقیت در هر زمینه ای باید هدف داشت و برنامه,"['کسب', 'موفقیت', 'زمینه', 'هدف', 'برنامه']"
یوقتایی هم نگفتن بعضی از حسها لذت خاصی داره.مثلا تو دلت هرروز واسه اش آرزوی خوب کنی اما به خودش نگی•••,2,یوقتایی هم نگفتن بعضی از حسها لذت خاصی دارهمثلا تو دلت هرروز واسه اش آرزوی خوب کنی اما به خودش نگی,"['یوقتایی', 'نگفتن', 'حس', 'لذت', 'خاصی', 'دارهمثلا', 'دل', 'هرروز', 'واسه', 'آرزوی', 'کن', 'نگی']"
بیایید به کار و تلاش و دانش اعتبار بدهیم. چیزهایی که این سرمربی در تمام سالهای حضور در ایران از آنها برای پیشرفت و موفقیت و افتخار استفاده کرده. معجره خود اوست.فراتر از ستاره هایی که رفتندوآمدند. آقای برانکو ایوانکوویچ.,2,بیایید به کار و تلاش و دانش اعتبار بدهیم چیزهایی که این سرمربی در تمام سالهای حضور در ایران از آنها برای پیشرفت و موفقیت و افتخار استفاده کرده معجره خود اوستفراتر از ستاره هایی که رفتندوآمدند آقای برانکو ایوانکوویچ,"['بیایید', 'کار', 'تلاش', 'دانش', 'اعتبار', 'بده', 'چیزهایی', 'سرمربی', 'حضور', 'ایران', 'پیشرفت', 'موفقیت', 'افتخار', 'استفاده', 'معجره', 'اوستفراتر', 'ستاره', 'رفتندوآمدند', 'برانکو', 'ایوانکوویچ']"
به شدت نیاز دارم یه دعوا راه بندازم تا اعصابم آروم بگیره.,0,به شدت نیاز دارم یه دعوا راه بندازم تا اعصابم آروم بگیره,"['شدت', 'دار', 'یه', 'دعوا', 'بندازم', 'اعصاب', 'آرو', 'بگیره']"
به این تصویر دقت کنید مردم، معترض وضعیت اقتصادی هستند که کاملا به حق است در این میان، چندنفر اعتراض به حق مردم را اینگونه با آشوبگری خراب میکنند اجازه ندهیم این آشوبگران درخواستها از دولت برای اصلاح وضعیت اقتصادی را به بیراهه ببرند #هوشیار_باشیم,4,به این تصویر دقت کنید مردم معترض وضعیت اقتصادی هستند که کاملا به حق است در این میان چندنفر اعتراض به حق مردم را اینگونه با آشوبگری خراب میکنند اجازه ندهیم این آشوبگران درخواستها از دولت برای اصلاح وضعیت اقتصادی را به بیراهه ببرند,"['تصویر', 'دقت', 'مردم', 'معترض', 'وضعیت', 'اقتصادی', 'حق', 'چندنفر', 'اعتراض', 'حق', 'مردم', 'اینگونه', 'آشوبگری', 'خراب', 'اجازه', 'نده', 'آشوبگر', 'درخواست', 'دولت', 'اصلاح', 'وضعیت', 'اقتصادی', 'بیراهه', 'ببرند']"
نمیدونم چرا هی بر میگردم توئیتر. هر بار که مییام توئیتر و پستهای توهینآمیز و دروغ از هر طرفی میبینم و اعصابم خورد میشه به خودم میگم دیگه نمییام توئیتر و تو همون وبلاگهایی که دوستشون دارم چرخ میزنم. اما باز هر از چندگاهی مییام. طفلکی آیدا پیاده... …,0,نمیدونم چرا هی بر میگردم توئیتر هر بار که مییام توئیتر و پستهای توهینآمیز و دروغ از هر طرفی میبینم و اعصابم خورد میشه به خودم میگم دیگه نمییام توئیتر و تو همون وبلاگهایی که دوستشون دارم چرخ میزنم اما باز هر از چندگاهی مییام طفلکی آیدا پیاده,"['نمیدونم', 'هی', 'میگردم', 'توئیتر', 'مییام', 'توئیتر', 'پست', 'توهینآمیز', 'دروغ', 'طرفی', 'میبینم', 'اعصاب', 'خورد', 'میشه', 'خودم', 'میگ', 'دیگه', 'نمییام', 'توئیتر', 'همون', 'وبلاگ', 'دوستشون', 'دار', 'چرخ', 'میزنم', 'چندگاهی', 'مییام', 'طفلکی', 'آیدا', 'پیاده']"
"⏰ساعت ۲۲""",4,ساعت ۲۲,['ساعت']
مقایسه ترس حیوان با غیرت مسلمان,1,مقایسه ترس حیوان با غیرت مسلمان,"['مقایسه', 'ترس', 'حیوان', 'غیرت', 'مسلمان']"
این دوتا با اعتماد به نفس وحشتناک دارن سینمای دنیا رو تحلیل میکنن و برا هم سر تکون میدن :))) اگه وقت نکردین پشماتونو بزنید دو دقیقه شبکه ۴ رو ببینید,1,این دوتا با اعتماد به نفس وحشتناک دارن سینمای دنیا رو تحلیل میکنن و برا هم سر تکون میدن اگه وقت نکردین پشماتونو بزنید دو دقیقه شبکه ۴ رو ببینید,"['دوتا', 'اعتماد', 'نفس', 'وحشتناک', 'دارن', 'سینما', 'دنیا', 'تحلیل', 'میکنن', 'برا', 'سر', 'تکون', 'میدن', 'اگه', 'وقت', 'نکردین', 'پشماتونو', 'بزنید', 'دقیقه', 'شبکه', 'ببینید']"
هزار سال است که دوستت دارم ، به تر و تازگیِ روز نخست ... #مخاطب_خاص,2,هزار سال است که دوستت دارم به تر و تازگی روز نخست,"['هزار', 'سال', 'دوستت', 'دار', 'به', 'تازگی', 'روز']"
روز راست هایی که به چپ شونه هم تبریک بگید.,4,روز راست هایی که به چپ شونه هم تبریک بگید,"['روز', 'راست', 'چپ', 'شونه', 'تبریک', 'بگید']"
از عجيب ترين چيزهايي كه تو خارجه ديدم اين كار داوطلبانه ست.١٩سالشه تو تعطيلات دانشگاهه،ميتونه بره ولو شه براي خودش كيف كنه!اما هرساعت شبانه روز كه ازش بخوام مياد براي بچه م كتاب ميخونه يا باخودم هلندي حرف ميزنه. وقتي هم بهش ميگم دستت دردنكنه هربار ميگه ازم تشكر نكن خودم لذت ميبرم,6,از عجيب ترين چيزهايي كه تو خارجه ديدم اين كار داوطلبانه ست١٩سالشه تو تعطيلات دانشگاههميتونه بره ولو شه براي خودش كيف كنهاما هرساعت شبانه روز كه ازش بخوام مياد براي بچه م كتاب ميخونه يا باخودم هلندي حرف ميزنه وقتي هم بهش ميگم دستت دردنكنه هربار ميگه ازم تشكر نكن خودم لذت ميبرم,"['عجیب', 'چیزهایی', 'خارجه', 'دید', 'کار', 'داوطلبانه', 'ست', 'سالشه', 'تعطیلات', 'دانشگاههمیتونه', 'بره', 'ولو', 'شه', 'کیف', 'کنهاما', 'هرساعت', 'شبانهروز', 'ازش', 'بخوام', 'میاد', 'بچه', 'م', 'کتاب', 'میخونه', 'باخود', 'هلندی', 'حرف', 'میزنه', 'بهش', 'میگ', 'دستت', 'دردنکنه', 'هربار', 'میگه', 'ازم', 'تشکر', 'نکن', 'خودم', 'لذت', 'میبرم']"
اگر بومیسازی سرویس پایه با یک «مدل کسبوکار» جدید نباشد و تنها کپی یک سرویس جهانی چندصدمیلیونی باشد، شکست حتمی است. سرویس بومیشده اغلب به عنوان سرویس مکمل وارد میشود و با توسعه در بلندمدت جایگزین میشود. فیلتر و پول دولتی عامل موفقیت نخواهد بود!/۴,4,اگر بومیسازی سرویس پایه با یک مدل کسبوکار جدید نباشد و تنها کپی یک سرویس جهانی چندصدمیلیونی باشد شکست حتمی است سرویس بومیشده اغلب به عنوان سرویس مکمل وارد میشود و با توسعه در بلندمدت جایگزین میشود فیلتر و پول دولتی عامل موفقیت نخواهد بود۴,"['بومیسازی', 'سرویس', 'پایه', 'مدل', 'کسبوکار', 'نباشد', 'کپی', 'سرویس', 'جهانی', 'چندصدمیلیونی', 'شکست', 'حتمی', 'سرویس', 'بومیشده', 'عنوان', 'سرویس', 'مکمل', 'توسعه', 'بلندمدت', 'جایگزین', 'فیلتر', 'پول', 'دولتی', 'عامل', 'موفقیت', 'نخواهد_بود']"
هربار خودمو تو يه فيلمي ميبينم بشدت از خودم بدم مياد و ميگم واقعا منو اينجوري ميبينن بقيه ؟ چجوري تحملم ميكنن ؟؟,3,هربار خودمو تو يه فيلمي ميبينم بشدت از خودم بدم مياد و ميگم واقعا منو اينجوري ميبينن بقيه چجوري تحملم ميكنن,"['هربار', 'خودمو', 'یه', 'فیلم', 'میبینم', 'بشدت', 'خودم', 'بدم', 'میاد', 'میگ', 'واقعا', 'منو', 'اینجور', 'میبینن', 'بقیه', 'چجوری', 'تحمل', 'میکنن']"
